timestamp;Solarproduktion Tracker 1;Solarproduktion Tracker 2;Solarproduktion
2025-12-02 08:30;10;2;12
2025-12-02 08:45;46;6;52
2025-12-02 09:00;112;15;127
2025-12-02 09:15;144;26;170
2025-12-02 09:30;100;31;131
2025-12-02 09:45;112;37;149
2025-12-02 10:00;92;32;124
2025-12-02 10:15;116;35;151
2025-12-02 10:30;112;34;146
2025-12-02 10:45;116;39;155
2025-12-02 11:00;178;56;234
2025-12-02 11:15;242;72;314
2025-12-02 11:30;232;69;301
2025-12-02 11:45;218;63;281
2025-12-02 12:00;166;55;221
2025-12-02 12:15;138;46;184
2025-12-02 12:30;142;48;190
2025-12-02 12:45;140;50;190
2025-12-02 13:00;136;45;181
2025-12-02 13:15;154;55;209
2025-12-02 13:30;138;50;188
2025-12-02 13:45;100;35;135
2025-12-02 14:00;92;32;124
2025-12-02 14:15;106;37;143
2025-12-02 14:30;82;29;111
2025-12-02 14:45;82;32;114
2025-12-02 15:00;56;19;75
2025-12-02 15:15;42;12;54
2025-12-02 15:30;36;12;48
2025-12-02 15:45;30;10;40
2025-12-02 16:00;22;7;29
2025-12-02 16:15;8;2;10
2025-12-02 16:30;0;0;0
2025-12-02 16:45;0;0;0
2025-12-02 17:00;0;0;0
2025-12-02 17:15;0;0;0
2025-12-02 17:30;0;0;0
2025-12-02 17:45;0;0;0
2025-12-02 18:00;0;0;0
2025-12-02 18:15;0;0;0
2025-12-02 18:30;0;0;0
2025-12-02 18:45;0;0;0
2025-12-02 19:00;0;0;0
2025-12-02 19:15;0;0;0
2025-12-02 19:30;0;0;0
2025-12-02 19:45;0;0;0
2025-12-02 20:00;0;0;0
2025-12-02 20:15;0;0;0
2025-12-02 20:30;0;0;0
2025-12-02 20:45;0;0;0
2025-12-02 21:00;0;0;0
2025-12-02 21:15;0;0;0
2025-12-02 21:30;0;0;0
2025-12-02 21:45;0;0;0
2025-12-02 22:00;0;0;0
2025-12-02 22:15;0;0;0
2025-12-02 22:30;0;0;0
2025-12-02 22:45;0;0;0
2025-12-02 23:00;0;0;0
2025-12-02 23:15;0;0;0
2025-12-02 23:30;0;0;0
2025-12-02 23:45;0;0;0
2025-12-03 00:00;0;0;0
2025-12-03 00:15;0;0;0
2025-12-03 00:30;0;0;0
2025-12-03 00:45;0;0;0
2025-12-03 01:00;0;0;0
2025-12-03 01:15;0;0;0
2025-12-03 01:30;0;0;0
2025-12-03 01:45;0;0;0
2025-12-03 02:00;0;0;0
2025-12-03 02:15;0;0;0
2025-12-03 02:30;0;0;0
2025-12-03 02:45;0;0;0
2025-12-03 03:00;0;0;0
2025-12-03 03:15;0;0;0
2025-12-03 03:30;0;0;0
2025-12-03 03:45;0;0;0
2025-12-03 04:00;0;0;0
2025-12-03 04:15;0;0;0
2025-12-03 04:30;0;0;0
2025-12-03 04:45;0;0;0
2025-12-03 05:00;0;0;0
2025-12-03 05:15;0;0;0
2025-12-03 05:30;0;0;0
2025-12-03 05:45;0;0;0
2025-12-03 06:00;0;0;0
2025-12-03 06:15;0;0;0
2025-12-03 06:30;0;0;0
2025-12-03 06:45;0;0;0
2025-12-03 07:00;0;0;0
2025-12-03 07:15;0;0;0
2025-12-03 07:30;0;0;0
2025-12-03 07:45;0;0;0
2025-12-03 08:00;0;0;0
2025-12-03 08:15;0;0;0
2025-12-03 08:30;4;2;6
2025-12-03 08:45;6;5;11
2025-12-03 09:00;10;8;18
2025-12-03 09:15;12;10;22
2025-12-03 09:30;32;14;46
2025-12-03 09:45;48;19;67
2025-12-03 10:00;58;24;82
2025-12-03 10:15;74;29;103
2025-12-03 10:30;82;32;114
2025-12-03 10:45;94;35;129
2025-12-03 11:00;102;38;140
2025-12-03 11:15;114;42;156
2025-12-03 11:30;174;63;237
2025-12-03 11:45;196;67;263
2025-12-03 12:00;166;56;222
2025-12-03 12:15;116;43;159
2025-12-03 12:30;132;48;180
2025-12-03 12:45;156;57;213
2025-12-03 13:00;146;52;198
2025-12-03 13:15;162;60;222
2025-12-03 13:30;192;73;265
2025-12-03 13:45;268;102;370
2025-12-03 14:00;288;109;397
2025-12-03 14:15;348;138;486
2025-12-03 14:30;432;185;617
2025-12-03 14:45;452;211;663
2025-12-03 15:00;344;173;517
2025-12-03 15:15;176;77;253
2025-12-03 15:30;112;45;157
2025-12-03 15:45;76;28;104
2025-12-03 16:00;88;28;116
2025-12-03 16:15;8;8;16
2025-12-03 16:30;0;1;1
2025-12-03 16:45;0;0;0
2025-12-03 17:00;0;0;0
2025-12-03 17:15;0;0;0
2025-12-03 17:30;0;0;0
2025-12-03 17:45;0;0;0
2025-12-03 18:00;0;0;0
2025-12-03 18:15;0;0;0
2025-12-03 18:30;0;0;0
2025-12-03 18:45;0;0;0
2025-12-03 19:00;0;0;0
2025-12-03 19:15;0;0;0
2025-12-03 19:30;0;0;0
2025-12-03 19:45;0;0;0
2025-12-03 20:00;0;0;0
2025-12-03 20:15;0;0;0
2025-12-03 20:30;0;0;0
2025-12-03 20:45;0;0;0
2025-12-03 21:00;0;0;0
2025-12-03 21:15;0;0;0
2025-12-03 21:30;0;0;0
2025-12-03 21:45;0;0;0
2025-12-03 22:00;0;0;0
2025-12-03 22:15;0;0;0
2025-12-03 22:30;0;0;0
2025-12-03 22:45;0;0;0
2025-12-03 23:00;0;0;0
2025-12-03 23:15;0;0;0
2025-12-03 23:30;0;0;0
2025-12-03 23:45;0;0;0
2025-12-04 00:00;0;0;0
2025-12-04 00:15;0;0;0
2025-12-04 00:30;0;0;0
2025-12-04 00:45;0;0;0
2025-12-04 01:00;0;0;0
2025-12-04 01:15;0;0;0
2025-12-04 01:30;0;0;0
2025-12-04 01:45;0;0;0
2025-12-04 02:00;0;0;0
2025-12-04 02:15;0;0;0
2025-12-04 02:30;0;0;0
2025-12-04 02:45;0;0;0
2025-12-04 03:00;0;0;0
2025-12-04 03:15;0;0;0
2025-12-04 03:30;0;0;0
2025-12-04 03:45;0;0;0
2025-12-04 04:00;0;0;0
2025-12-04 04:15;0;0;0
2025-12-04 04:30;0;0;0
2025-12-04 04:45;0;0;0
2025-12-04 05:00;0;0;0
2025-12-04 05:15;0;0;0
2025-12-04 05:30;0;0;0
2025-12-04 05:45;0;0;0
2025-12-04 06:00;0;0;0
2025-12-04 06:15;0;0;0
2025-12-04 06:30;0;0;0
2025-12-04 06:45;0;0;0
2025-12-04 07:00;0;0;0
2025-12-04 07:15;0;0;0
2025-12-04 07:30;0;0;0
2025-12-04 07:45;0;0;0
2025-12-04 08:00;0;0;0
2025-12-04 08:15;0;0;0
2025-12-04 08:30;0;0;0
2025-12-04 08:45;0;0;0
2025-12-04 09:00;0;0;0
2025-12-04 09:15;6;4;10
2025-12-04 09:30;4;5;9
2025-12-04 09:45;2;4;6
2025-12-04 10:00;4;4;8
2025-12-04 10:15;8;6;14
2025-12-04 10:30;4;6;10
2025-12-04 10:45;8;7;15
2025-12-04 11:00;20;11;31
2025-12-04 11:15;24;11;35
2025-12-04 11:30;20;9;29
2025-12-04 11:45;28;12;40
2025-12-04 12:00;42;18;60
2025-12-04 12:15;42;17;59
2025-12-04 12:30;32;14;46
2025-12-04 12:45;42;17;59
2025-12-04 13:00;44;18;62
2025-12-04 13:15;46;18;64
2025-12-04 13:30;36;16;52
2025-12-04 13:45;44;18;62
2025-12-04 14:00;40;17;57
2025-12-04 14:15;38;17;55
2025-12-04 14:30;22;10;32
2025-12-04 14:45;20;8;28
2025-12-04 15:00;12;7;19
2025-12-04 15:15;18;9;27
2025-12-04 15:30;8;5;13
2025-12-04 15:45;2;4;6
2025-12-04 16:00;2;1;3
2025-12-04 16:15;0;0;0
2025-12-04 16:30;0;0;0
2025-12-04 16:45;0;0;0
2025-12-04 17:00;0;0;0
2025-12-04 17:15;0;0;0
2025-12-04 17:30;0;0;0
2025-12-04 17:45;0;0;0
2025-12-04 18:00;0;0;0
2025-12-04 18:15;0;0;0
2025-12-04 18:30;0;0;0
2025-12-04 18:45;0;0;0
2025-12-04 19:00;0;0;0
2025-12-04 19:15;0;0;0
2025-12-04 19:30;0;0;0
2025-12-04 19:45;0;0;0
2025-12-04 20:00;0;0;0
2025-12-04 20:15;0;0;0
2025-12-04 20:30;0;0;0
2025-12-04 20:45;0;0;0
2025-12-04 21:00;0;0;0
2025-12-04 21:15;0;0;0
2025-12-04 21:30;0;0;0
2025-12-04 21:45;0;0;0
2025-12-04 22:00;0;0;0
2025-12-04 22:15;0;0;0
2025-12-04 22:30;0;0;0
2025-12-04 22:45;0;0;0
2025-12-04 23:00;0;0;0
2025-12-04 23:15;0;0;0
2025-12-04 23:30;0;0;0
2025-12-04 23:45;0;0;0
2025-12-05 00:00;0;0;0
2025-12-05 00:15;0;0;0
2025-12-05 00:30;0;0;0
2025-12-05 00:45;0;0;0
2025-12-05 01:00;0;0;0
2025-12-05 01:15;0;0;0
2025-12-05 01:30;0;0;0
2025-12-05 01:45;0;0;0
2025-12-05 02:00;0;0;0
2025-12-05 02:15;0;0;0
2025-12-05 02:30;0;0;0
2025-12-05 02:45;0;0;0
2025-12-05 03:00;0;0;0
2025-12-05 03:15;0;0;0
2025-12-05 03:30;0;0;0
2025-12-05 03:45;0;0;0
2025-12-05 04:00;0;0;0
2025-12-05 04:15;0;0;0
2025-12-05 04:30;0;0;0
2025-12-05 04:45;0;0;0
2025-12-05 05:00;0;0;0
2025-12-05 05:15;0;0;0
2025-12-05 05:30;0;0;0
2025-12-05 05:45;0;0;0
2025-12-05 06:00;0;0;0
2025-12-05 06:15;0;0;0
2025-12-05 06:30;0;0;0
2025-12-05 06:45;0;0;0
2025-12-05 07:00;0;0;0
2025-12-05 07:15;0;0;0
2025-12-05 07:30;0;0;0
2025-12-05 07:45;0;0;0
2025-12-05 08:00;0;0;0
2025-12-05 08:15;0;0;0
2025-12-05 08:30;0;0;0
2025-12-05 08:45;0;0;0
2025-12-05 09:00;2;2;4
2025-12-05 09:15;4;4;8
2025-12-05 09:30;8;7;15
2025-12-05 09:45;40;17;57
2025-12-05 10:00;76;26;102
2025-12-05 10:15;84;27;111
2025-12-05 10:30;64;22;86
2025-12-05 10:45;216;63;279
2025-12-05 11:00;548;103;651
2025-12-05 11:15;440;99;539
2025-12-05 11:30;256;62;318
2025-12-05 11:45;192;62;254
2025-12-05 12:00;148;57;205
2025-12-05 12:15;176;62;238
2025-12-05 12:30;160;56;216
2025-12-05 12:45;148;54;202
2025-12-05 13:00;122;42;164
2025-12-05 13:15;100;38;138
2025-12-05 13:30;106;40;146
2025-12-05 13:45;88;34;122
2025-12-05 14:00;72;29;101
2025-12-05 14:15;158;61;219
2025-12-05 14:30;118;42;160
2025-12-05 14:45;80;30;110
2025-12-05 15:00;44;15;59
2025-12-05 15:15;24;10;34
2025-12-05 15:30;8;7;15
2025-12-05 15:45;18;11;29
2025-12-05 16:00;14;6;20
2025-12-05 16:15;0;0;0
2025-12-05 16:30;0;0;0
2025-12-05 16:45;0;0;0
2025-12-05 17:00;0;0;0
2025-12-05 17:15;0;0;0
2025-12-05 17:30;0;0;0
2025-12-05 17:45;0;0;0
2025-12-05 18:00;0;0;0
2025-12-05 18:15;0;0;0
2025-12-05 18:30;0;0;0
2025-12-05 18:45;0;0;0
2025-12-05 19:00;0;0;0
2025-12-05 19:15;0;0;0
2025-12-05 19:30;0;0;0
2025-12-05 19:45;0;0;0
2025-12-05 20:00;0;0;0
2025-12-05 20:15;0;0;0
2025-12-05 20:30;0;0;0
2025-12-05 20:45;0;0;0
2025-12-05 21:00;0;0;0
2025-12-05 21:15;0;0;0
2025-12-05 21:30;0;0;0
2025-12-05 21:45;0;0;0
2025-12-05 22:00;0;0;0
2025-12-05 22:15;0;0;0
2025-12-05 22:30;0;0;0
2025-12-05 22:45;0;0;0
2025-12-05 23:00;0;0;0
2025-12-05 23:15;0;0;0
2025-12-05 23:30;0;0;0
2025-12-05 23:45;0;0;0
2025-12-06 00:00;0;0;0
2025-12-06 00:15;0;0;0
2025-12-06 00:30;0;0;0
2025-12-06 00:45;0;0;0
2025-12-06 01:00;0;0;0
2025-12-06 01:15;0;0;0
2025-12-06 01:30;0;0;0
2025-12-06 01:45;0;0;0
2025-12-06 02:00;0;0;0
2025-12-06 02:15;0;0;0
2025-12-06 02:30;0;0;0
2025-12-06 02:45;0;0;0
2025-12-06 03:00;0;0;0
2025-12-06 03:15;0;0;0
2025-12-06 03:30;0;0;0
2025-12-06 03:45;0;0;0
2025-12-06 04:00;0;0;0
2025-12-06 04:15;0;0;0
2025-12-06 04:30;0;0;0
2025-12-06 04:45;0;0;0
2025-12-06 05:00;0;0;0
2025-12-06 05:15;0;0;0
2025-12-06 05:30;0;0;0
2025-12-06 05:45;0;0;0
2025-12-06 06:00;0;0;0
2025-12-06 06:15;0;0;0
2025-12-06 06:30;0;0;0
2025-12-06 06:45;0;0;0
2025-12-06 07:00;0;0;0
2025-12-06 07:15;0;0;0
2025-12-06 07:30;0;0;0
2025-12-06 07:45;0;0;0
2025-12-06 08:00;0;0;0
2025-12-06 08:15;0;0;0
2025-12-06 08:30;0;0;0
2025-12-06 08:45;0;0;0
2025-12-06 09:00;4;4;8
2025-12-06 09:15;16;7;23
2025-12-06 09:30;4;5;9
2025-12-06 09:45;16;7;23
2025-12-06 10:00;20;10;30
2025-12-06 10:15;28;12;40
2025-12-06 10:30;96;31;127
2025-12-06 10:45;144;52;196
2025-12-06 11:00;286;70;356
2025-12-06 11:15;106;38;144
2025-12-06 11:30;64;26;90
2025-12-06 11:45;224;62;286
2025-12-06 12:00;312;85;397
2025-12-06 12:15;158;53;211
2025-12-06 12:30;126;46;172
2025-12-06 12:45;42;16;58
2025-12-06 13:00;118;43;161
2025-12-06 13:15;92;35;127
2025-12-06 13:30;58;23;81
2025-12-06 13:45;40;15;55
2025-12-06 14:00;44;17;61
2025-12-06 14:15;50;19;69
2025-12-06 14:30;52;20;72
2025-12-06 14:45;44;17;61
2025-12-06 15:00;48;18;66
2025-12-06 15:15;26;11;37
2025-12-06 15:30;10;8;18
2025-12-06 15:45;28;12;40
2025-12-06 16:00;14;7;21
2025-12-06 16:15;6;6;12
2025-12-06 16:30;0;0;0
2025-12-06 16:45;0;0;0
2025-12-06 17:00;0;0;0
2025-12-06 17:15;0;0;0
2025-12-06 17:30;0;0;0
2025-12-06 17:45;0;0;0
2025-12-06 18:00;0;0;0
2025-12-06 18:15;0;0;0
2025-12-06 18:30;0;0;0
2025-12-06 18:45;0;0;0
2025-12-06 19:00;0;0;0
2025-12-06 19:15;0;0;0
2025-12-06 19:30;0;0;0
2025-12-06 19:45;0;0;0
2025-12-06 20:00;0;0;0
2025-12-06 20:15;0;0;0
2025-12-06 20:30;0;0;0
2025-12-06 20:45;0;0;0
2025-12-06 21:00;0;0;0
2025-12-06 21:15;0;0;0
2025-12-06 21:30;0;0;0
2025-12-06 21:45;0;0;0
2025-12-06 22:00;0;0;0
2025-12-06 22:15;0;0;0
2025-12-06 22:30;0;0;0
2025-12-06 22:45;0;0;0
2025-12-06 23:00;0;0;0
2025-12-06 23:15;0;0;0
2025-12-06 23:30;0;0;0
2025-12-06 23:45;0;0;0
2025-12-07 00:00;0;0;0
2025-12-07 00:15;0;0;0
2025-12-07 00:30;0;0;0
2025-12-07 00:45;0;0;0
2025-12-07 01:00;0;0;0
2025-12-07 01:15;0;0;0
2025-12-07 01:30;0;0;0
2025-12-07 01:45;0;0;0
2025-12-07 02:00;0;0;0
2025-12-07 02:15;0;0;0
2025-12-07 02:30;0;0;0
2025-12-07 02:45;0;0;0
2025-12-07 03:00;0;0;0
2025-12-07 03:15;0;0;0
2025-12-07 03:30;0;0;0
2025-12-07 03:45;0;0;0
2025-12-07 04:00;0;0;0
2025-12-07 04:15;0;0;0
2025-12-07 04:30;0;0;0
2025-12-07 04:45;0;0;0
2025-12-07 05:00;0;0;0
2025-12-07 05:15;0;0;0
2025-12-07 05:30;0;0;0
2025-12-07 05:45;0;0;0
2025-12-07 06:00;0;0;0
2025-12-07 06:15;0;0;0
2025-12-07 06:30;0;0;0
2025-12-07 06:45;0;0;0
2025-12-07 07:00;0;0;0
2025-12-07 07:15;0;0;0
2025-12-07 07:30;0;0;0
2025-12-07 07:45;0;0;0
2025-12-07 08:00;0;0;0
2025-12-07 08:15;0;0;0
2025-12-07 08:30;0;0;0
2025-12-07 08:45;0;0;0
2025-12-07 09:00;0;0;0
2025-12-07 09:15;8;7;15
2025-12-07 09:30;44;15;59
2025-12-07 09:45;66;22;88
2025-12-07 10:00;50;20;70
2025-12-07 10:15;56;22;78
2025-12-07 10:30;70;27;97
2025-12-07 10:45;60;25;85
2025-12-07 11:00;116;44;160
2025-12-07 11:15;210;62;272
2025-12-07 11:30;352;81;433
2025-12-07 11:45;372;91;463
2025-12-07 12:00;252;86;338
2025-12-07 12:15;316;89;405
2025-12-07 12:30;272;75;347
2025-12-07 12:45;194;61;255
2025-12-07 13:00;154;58;212
2025-12-07 13:15;86;33;119
2025-12-07 13:30;62;23;85
2025-12-07 13:45;72;28;100
2025-12-07 14:00;36;13;49
2025-12-07 14:15;36;14;50
2025-12-07 14:30;40;15;55
2025-12-07 14:45;48;18;66
2025-12-07 15:00;54;21;75
2025-12-07 15:15;36;13;49
2025-12-07 15:30;26;11;37
2025-12-07 15:45;8;5;13
2025-12-07 16:00;4;0;4
2025-12-07 16:15;0;0;0
2025-12-07 16:30;0;0;0
2025-12-07 16:45;0;0;0
2025-12-07 17:00;0;0;0
2025-12-07 17:15;0;0;0
2025-12-07 17:30;0;0;0
2025-12-07 17:45;0;0;0
2025-12-07 18:00;0;0;0
2025-12-07 18:15;0;0;0
2025-12-07 18:30;0;0;0
2025-12-07 18:45;0;0;0
2025-12-07 19:00;0;0;0
2025-12-07 19:15;0;0;0
2025-12-07 19:30;0;0;0
2025-12-07 19:45;0;0;0
2025-12-07 20:00;0;0;0
2025-12-07 20:15;0;0;0
2025-12-07 20:30;0;0;0
2025-12-07 20:45;0;0;0
2025-12-07 21:00;0;0;0
2025-12-07 21:15;0;0;0
2025-12-07 21:30;0;0;0
2025-12-07 21:45;0;0;0
2025-12-07 22:00;0;0;0
2025-12-07 22:15;0;0;0
2025-12-07 22:30;0;0;0
2025-12-07 22:45;0;0;0
2025-12-07 23:00;0;0;0
2025-12-07 23:15;0;0;0
2025-12-07 23:30;0;0;0
2025-12-07 23:45;0;0;0
2025-12-08 00:00;0;0;0
2025-12-08 00:15;0;0;0
2025-12-08 00:30;0;0;0
2025-12-08 00:45;0;0;0
2025-12-08 01:00;0;0;0
2025-12-08 01:15;0;0;0
2025-12-08 01:30;0;0;0
2025-12-08 01:45;0;0;0
2025-12-08 02:00;0;0;0
2025-12-08 02:15;0;0;0
2025-12-08 02:30;0;0;0
2025-12-08 02:45;0;0;0
2025-12-08 03:00;0;0;0
2025-12-08 03:15;0;0;0
2025-12-08 03:30;0;0;0
2025-12-08 03:45;0;0;0
2025-12-08 04:00;0;0;0
2025-12-08 04:15;0;0;0
2025-12-08 04:30;0;0;0
2025-12-08 04:45;0;0;0
2025-12-08 05:00;0;0;0
2025-12-08 05:15;0;0;0
2025-12-08 05:30;0;0;0
2025-12-08 05:45;0;0;0
2025-12-08 06:00;0;0;0
2025-12-08 06:15;0;0;0
2025-12-08 06:30;0;0;0
2025-12-08 06:45;0;0;0
2025-12-08 07:00;0;0;0
2025-12-08 07:15;0;0;0
2025-12-08 07:30;0;0;0
2025-12-08 07:45;0;0;0
2025-12-08 08:00;0;0;0
2025-12-08 08:15;0;0;0
2025-12-08 08:30;2;2;4
2025-12-08 08:45;18;6;24
2025-12-08 09:00;52;15;67
2025-12-08 09:15;196;32;228
2025-12-08 09:30;316;41;357
2025-12-08 09:45;376;50;426
2025-12-08 10:00;220;45;265
2025-12-08 10:15;200;43;243
2025-12-08 10:30;260;41;301
2025-12-08 10:45;332;47;379
2025-12-08 11:00;442;58;500
2025-12-08 11:15;588;78;666
2025-12-08 11:30;478;80;558
2025-12-08 11:45;260;65;325
2025-12-08 12:00;380;88;468
2025-12-08 12:15;660;135;795
2025-12-08 12:30;640;146;786
2025-12-08 12:45;792;194;986
2025-12-08 13:00;862;232;1094
2025-12-08 13:15;718;212;930
2025-12-08 13:30;492;164;656
2025-12-08 13:45;264;100;364
2025-12-08 14:00;150;64;214
2025-12-08 14:15;134;53;187
2025-12-08 14:30;100;39;139
2025-12-08 14:45;68;28;96
2025-12-08 15:00;40;17;57
2025-12-08 15:15;8;5;13
2025-12-08 15:30;2;3;5
2025-12-08 15:45;2;1;3
2025-12-08 16:00;0;1;1
2025-12-08 16:15;0;0;0
2025-12-08 16:30;0;0;0
2025-12-08 16:45;0;0;0
2025-12-08 17:00;0;0;0
2025-12-08 17:15;0;0;0
2025-12-08 17:30;0;0;0
2025-12-08 17:45;0;0;0
2025-12-08 18:00;0;0;0
2025-12-08 18:15;0;0;0
2025-12-08 18:30;0;0;0
2025-12-08 18:45;0;0;0
2025-12-08 19:00;0;0;0
2025-12-08 19:15;0;0;0
2025-12-08 19:30;0;0;0
2025-12-08 19:45;0;0;0
2025-12-08 20:00;0;0;0
2025-12-08 20:15;0;0;0
2025-12-08 20:30;0;0;0
2025-12-08 20:45;0;0;0
2025-12-08 21:00;0;0;0
2025-12-08 21:15;0;0;0
2025-12-08 21:30;0;0;0
2025-12-08 21:45;0;0;0
2025-12-08 22:00;0;0;0
2025-12-08 22:15;0;0;0
2025-12-08 22:30;0;0;0
2025-12-08 22:45;0;0;0
2025-12-08 23:00;0;0;0
2025-12-08 23:15;0;0;0
2025-12-08 23:30;0;0;0
2025-12-08 23:45;0;0;0
2025-12-09 00:00;0;0;0
2025-12-09 00:15;0;0;0
2025-12-09 00:30;0;0;0
2025-12-09 00:45;0;0;0
2025-12-09 01:00;0;0;0
2025-12-09 01:15;0;0;0
2025-12-09 01:30;0;0;0
2025-12-09 01:45;0;0;0
2025-12-09 02:00;0;0;0
2025-12-09 02:15;0;0;0
2025-12-09 02:30;0;0;0
2025-12-09 02:45;0;0;0
2025-12-09 03:00;0;0;0
2025-12-09 03:15;0;0;0
2025-12-09 03:30;0;0;0
2025-12-09 03:45;0;0;0
2025-12-09 04:00;0;0;0
2025-12-09 04:15;0;0;0
2025-12-09 04:30;0;0;0
2025-12-09 04:45;0;0;0
2025-12-09 05:00;0;0;0
2025-12-09 05:15;0;0;0
2025-12-09 05:30;0;0;0
2025-12-09 05:45;0;0;0
2025-12-09 06:00;0;0;0
2025-12-09 06:15;0;0;0
2025-12-09 06:30;0;0;0
2025-12-09 06:45;0;0;0
2025-12-09 07:00;0;0;0
2025-12-09 07:15;0;0;0
2025-12-09 07:30;0;0;0
2025-12-09 07:45;0;0;0
2025-12-09 08:00;0;0;0
2025-12-09 08:15;0;0;0
2025-12-09 08:30;0;0;0
2025-12-09 08:45;4;3;7
2025-12-09 09:00;8;6;14
2025-12-09 09:15;44;14;58
2025-12-09 09:30;68;20;88
2025-12-09 09:45;132;32;164
2025-12-09 10:00;132;30;162
2025-12-09 10:15;140;34;174
2025-12-09 10:30;186;48;234
2025-12-09 10:45;282;55;337
2025-12-09 11:00;512;56;568
2025-12-09 11:15;794;75;869
2025-12-09 11:30;858;99;957
2025-12-09 11:45;654;99;753
2025-12-09 12:00;746;126;872
2025-12-09 12:15;884;159;1043
